,questions,true_answers,predicted_answers,doc_mrr,sas,doc_map,doc_recall_single_hit,doc_recall_multi_hit
64,What is the entity that controls the infrastructure of Hyderabad?,The Greater Hyderabad Municipal Corporation (GHMC),Hyderabad Metropolitan Development Authority (HMDA).,1.0,0.7929990291595459,1.0,1.0,1.0
65,What was the source of the misinformation concerning damage to the city's boardwalk?,photograph,a widely circulated photograph,1.0,0.6223048567771912,1.0,1.0,1.0
66,On which corner is the shopping center located?,Fresno and B streets,Broadway Boulevard,0.0,0.551908552646637,0.0,0.0,0.0
67,What economist believed that regulations did not keep up with financial innovation?,Paul Krugman,Timothy Geithner,1.0,0.4630286693572998,1.0,1.0,1.0
68,What English music group was an inspiration for Kanye West on his second album?,Portishead,U2,1.0,0.3587356209754944,1.0,1.0,1.0
69,Why did New York State ban unmarked cars for traffic cops?,it endangered motorists who might be pulled over by people impersonating police officers,it endangered motorists who might be pulled over by people impersonating police officers,1.0,1.0,1.0,1.0,1.0
70,Kiss' double live album Alive! came out in what year?,1975,1984,1.0,0.6646971106529236,1.0,1.0,1.0
71,When did English Freemasonry spread to France?,the 1720s,eighteenth century,0.0,0.80738765001297,0.0,0.0,0.0
72,How do cardinals sign traditionally?,"by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname","""Cardinal [First name] [Surname]"".",1.0,0.7742050886154175,1.0,1.0,1.0
73,How many LEGAT offices does the FBI operate?,60,400,1.0,0.3720199465751648,1.0,1.0,1.0
74,Who led the group which created the Soviet state?,Vladimir Lenin,Vladimir Lenin,1.0,1.0,1.0,1.0,1.0
75,What makes pure metals impure metals?,unwanted impurities,unwanted impurities,1.0,1.0,1.0,1.0,1.0
76,English common law generally said what?,a man gave his status to his children,"""received"" into the United States",0.0,0.22230041027069092,0.0,0.0,0.0
77,Which industries does West Park give priority to?,"electronic information, biomedicine and precision machinery",modern service industry and Headquarters economy,1.0,-0.02172394096851349,1.0,1.0,1.0
78,The church of Santa Costanza is in what country?,Rome,"Basilica of the Sacred Heart. Immediately behind the basilica is the Grotto, a Marian place of prayer and reflection.",0.0,0.2637861669063568,0.0,0.0,0.0
79,What percentage of Iberians are Sephardic Bnei Anusim?,19.8%,19.8%,1.0,1.0,1.0,1.0,1.0
80,"Besides the PAIGC, what is the other major political party?",PRS (Party for Social Renewal),"African National Congress in South Africa, the Cambodian People's Party in Cambodia, the Liberal Democratic Party",0.0,0.5419089198112488,0.0,0.0,0.0
81,What are the clothing of the Carnival groups full of?,elegance,its own theme,1.0,0.2535150349140167,1.0,1.0,1.0
82,Who did Madonna play in the role A League Of Their Own?,Mae Mordabito,Mae Mordabito,1.0,1.0,1.0,1.0,1.0
83,Who was the Duke of Bavaria in 1516?,William IV,Louis the German,0.0,0.40331390500068665,0.0,0.0,0.0
84,Who led the Panthers in sacks?,Kawann Short,Kawann Short,1.0,1.0,1.0,1.0,1.0
85,How many Irish employees did Dell hire?,"4,500","4,500",1.0,0.9999999403953552,1.0,1.0,1.0
86,Which archaeologist proposed the idea that the Amazon rainforest couldn't sustain large populations? ,Betty Meggers,"agriculture needed to host a larger population. However, recent anthropological findings have suggested that the region was actually densely populated",1.0,-0.05091847479343414,1.0,1.0,1.0
87,What must a teacher show towards the course materials for increase learning?,enthusiasm,enthusiastic,1.0,0.7448284029960632,1.0,1.0,1.0
88,What is Brazil's Congress called?,Congresso Nacional,Câmara Legislativa,1.0,0.4306740462779999,1.0,1.0,1.0
89,What is the native language of St. Barts?,French,French,1.0,1.0,1.0,1.0,1.0
90,Only who can handle the ball with his hands?,goalkeeper,goalkeepers,1.0,0.8311952352523804,1.0,1.0,1.0
91,What locations on Egypt's northern coast are major tourist destinations for recreational tourism?,"Dahab, Ras Sidr, Marsa Alam, Safaga","Sharm el-Sheikh (or City of Peace), Hurghada, Luxor (known as world's greatest open-air museum/ or City of the ⅓ of world monuments), Dahab, Ras Sidr, Marsa Alam, Safaga",1.0,0.6387178897857666,1.0,1.0,1.0
92,What year was NHK Color created?,1972,1953,1.0,0.47179776430130005,1.0,1.0,1.0
93,What did the Art of Noise hope to accomplish?,attempt to bring sampled and electronic sounds to the pop mainstream,bring sampled and electronic sounds to the pop mainstream,1.0,0.9326959252357483,1.0,1.0,1.0
94,The university agreed to grant a degree to any graduate of affiliate schoos that did what?,made a grade of A for all four years,made a grade of A for all four years,1.0,1.0,1.0,1.0,1.0
95,What was the main problem with the eMac's CRT?,relatively bulky and somewhat outdated,backward compatibility,0.0,0.3296322822570801,0.0,0.0,0.0
96,What type of secondary schools does Guinea-Bissau have?,general as well as technical,7 to 13,1.0,0.1325901448726654,1.0,1.0,1.0
97,Who operates the Strasbourg tramway?,regional transit company Compagnie des Transports Strasbourgeois,"Compagnie des Transports Strasbourgeois (CTS),",1.0,0.806174635887146,1.0,1.0,1.0
98,What provides an account of the science of politics for a wise ruler?,The Arthashastra,"Plato's analysis to include historical empirical evidence in his analysis.
An ancient Indian treatise",0.0,0.354799747467041,0.0,0.0,0.0
99,What was the name of the fired Atari CEO?,Ray Kassar,Ray Kassar,1.0,1.0,1.0,1.0,1.0
